original_url,wayback_timestamp,status,mime,suggested_target,match_confidence
/2008/12/15/dont-panic-the-real-hitchhikers-guide-is-here-today.html,20200806075342,200,text/html,/2008/12/15/dont-panic-the-real-hitchhikers-guide-is-here-today.html,1.000
/2008/12/15/dont-panic-the-real-hitchhikers-guide-is-here-today/,20121012015548,200,text/html,/2008/12/15/dont-panic-the-real-hitchhikers-guide-is-here-today.html,1.000
/2009/02/,20120119021912,200,text/html,/2009/04/21/wallclock-20.html,0.143
/2009/02/17/save-game-saver-2-backup-and-retrieve-your-save-games-from-gmail.html,20220523210733,200,text/html,/2009/02/17/save-game-saver-2-backup-and-retrieve-your-save-games-from-gmail.html,1.000
/2009/02/17/save-game-saver-backup-and-retrieve-your-save-games-from-gmail/,20130223055717,200,text/html,/2009/09/11/save-game-saver-backup-and-retrieve-your-save-games-from-gmail.html,1.000
/2009/03/,20120119021916,200,text/html,/2013/08/30/pax-prime-2013.html,0.250
/2009/03/20/my-new-wallclock-at-work.html,20200924152213,200,text/html,/2009/03/20/my-new-wallclock-at-work.html,1.000
/2009/03/20/my-new-wallclock-at-work/,20121029105310,200,text/html,/2009/03/20/my-new-wallclock-at-work.html,1.000
/2009/04/,20120119021921,200,text/html,/2009/04/21/wallclock-20.html,0.143
/2009/04/21/wallclock-20.html,20200924150504,200,text/html,/2009/04/21/wallclock-20.html,1.000
/2009/04/21/wallclock-20/,20121012015846,200,text/html,/2009/04/21/wallclock-20.html,1.000
/2009/06/,20120119031802,200,text/html,/2016/05/16/review-doom-2016.html,0.222
/2009/06/20/zipit-z2-new-kernel-update.html,20200806074427,200,text/html,/2009/06/20/zipit-z2-new-kernel-update.html,1.000
/2009/06/20/zipit-z2-new-kernel-update/,20121011075657,200,text/html,/2009/06/20/zipit-z2-new-kernel-update.html,1.000
/2009/08/,20120120023407,200,text/html,/2008/11/17/halloween-2008-king-me.html,0.167
/2009/08/13/wallclock-3-0-200x-microscope-edition.html,20200806073909,200,text/html,/2009/08/13/wallclock-3-0-200x-microscope-edition.html,1.000
/2009/08/13/wallclock-3-0-200x-microscope-edition/,20120622175444,200,text/html,/2009/08/13/wallclock-3-0-200x-microscope-edition.html,1.000
/2009/08/16/scummvm-and-monkey-island-working-on-zipit-z2.html,20220523205329,200,text/html,/2009/08/16/scummvm-and-monkey-island-working-on-zipit-z2.html,1.000
/2009/08/19/wallclock-4-0-portable-project-natal.html,20200924144304,200,text/html,/2009/08/19/wallclock-4-0-portable-project-natal.html,1.000
/2009/08/21/wirelessx-image-for-zipit-z2.html,20200806070355,200,text/html,/2009/08/21/wirelessx-image-for-zipit-z2.html,1.000
/2009/08/22/huge-update-fluxbox-wm-and-full-windowed-multitasking-working-on-the-zipit-z2.html,20200806082104,200,text/html,/2009/08/22/huge-update-fluxbox-wm-and-full-windowed-multitasking-working-on-the-zipit-z2.html,1.000
/2009/08/26/nes-emulator-running-fullspeed-in-fluxbox-on-the-zipit-z2.html,20220523214941,200,text/html,/2009/08/26/nes-emulator-running-fullspeed-in-fluxbox-on-the-zipit-z2.html,1.000
/2009/08/26/nes-emulator-running-fullspeed-in-fluxbox-on-the-zipit-z2/,20120503224327,200,text/html,/2009/08/26/nes-emulator-running-fullspeed-in-fluxbox-on-the-zipit-z2.html,1.000
/2009/09/,20120120023222,200,text/html,/2017/11/25/ti99fun.html,0.222
/2009/09/06/100-64-bit-3ghz-ppc-cross-compiler-for-the-z2-installing-ps3-linux-and-cross-compiling-env-from-thumbdrive.html,20200924145906,200,text/html,/2009/09/06/100-64-bit-3ghz-ppc-cross-compiler-for-the-z2-installing-ps3-linux-and-cross-compiling-env-from-thumbdrive.html,1.000
/2009/09/06/100-64-bit-3ghz-ppc-cross-compiler-for-the-z2-installing-ps3-linux-and-cross-compiling-env-from-thumbdrive/,20120901120537,200,text/html,/2009/09/06/100-64-bit-3ghz-ppc-cross-compiler-for-the-z2-installing-ps3-linux-and-cross-compiling-env-from-thumbdrive.html,1.000
/2009/09/09/finally-posted-my-up-to-date-z2-root-fs-todds-battlevel-ipkg-and-keymap-working-in-x.html,20200924150202,200,text/html,/2009/09/09/finally-posted-my-up-to-date-z2-root-fs-todds-battlevel-ipkg-and-keymap-working-in-x.html,1.000
/2009/09/09/finally-posted-my-up-to-date-z2-root-fs-todds-battlevel-ipkg-and-keymap-working-in-x/,20130108224918,200,text/html,/2009/09/09/finally-posted-my-up-to-date-z2-root-fs-todds-battlevel-ipkg-and-keymap-working-in-x.html,1.000
/2009/09/11/save-game-saver-backup-and-retrieve-your-save-games-from-gmail.html,20200806073820,200,text/html,/2009/09/11/save-game-saver-backup-and-retrieve-your-save-games-from-gmail.html,1.000
/2009/09/20/aliosa27s-new-z2-image-with-x-audio-and-keymouse.html,20220523194435,200,text/html,/2009/09/20/aliosa27s-new-z2-image-with-x-audio-and-keymouse.html,1.000
/2009/09/23/new-video-from-stock-z2-to-fully-flashed-with-audio-fluxbox-mouse-aliosa27s-latest-userland.html,20200924143143,200,text/html,/2009/09/23/new-video-from-stock-z2-to-fully-flashed-with-audio-fluxbox-mouse-aliosa27s-latest-userland.html,1.000
/2009/09/23/new-video-from-stock-z2-to-fully-flashed-with-audio-fluxbox-mouse-aliosa27s-latest-userland/,20120507152227,200,text/html,/2009/09/23/new-video-from-stock-z2-to-fully-flashed-with-audio-fluxbox-mouse-aliosa27s-latest-userland.html,1.000
/2009/09/28/new-video-hulu-on-the-zipit-z2.html,20200806075706,200,text/html,/2009/09/28/new-video-hulu-on-the-zipit-z2.html,1.000
/2009/10/,20120120023228,200,text/html,/2010/05/22/hackaway-2010-announced.html,0.160
/2009/10/01/new-videotutorial-flashing-a-stock-z2-to-newest-debian-image-windows-edition.html,20200806071400,200,text/html,/2009/10/01/new-videotutorial-flashing-a-stock-z2-to-newest-debian-image-windows-edition.html,1.000
/2009/10/01/new-videotutorial-flashing-a-stock-z2-to-newest-debian-image-windows-edition/,20130223054132,200,text/html,/2009/10/01/new-videotutorial-flashing-a-stock-z2-to-newest-debian-image-windows-edition.html,1.000
/2009/10/03/z2-quickie-video-followup-debian-bomberclone-running-with-sound-sdl-etc-on-the-z2.html,20200924150901,200,text/html,/2009/10/03/z2-quickie-video-followup-debian-bomberclone-running-with-sound-sdl-etc-on-the-z2.html,1.000
/2009/10/04/z2-gaming-and-system-update-gba-gbgbc-scummvm-sam-and-max-full-talkie-auto-login-to-fluxbox-on-boot.html,20200924142624,200,text/html,/2009/10/04/z2-gaming-and-system-update-gba-gbgbc-scummvm-sam-and-max-full-talkie-auto-login-to-fluxbox-on-boot.html,1.000
/2009/10/04/z2-gaming-and-system-update-gba-gbgbc-scummvm-sam-and-max-full-talkie-auto-login-to-fluxbox-on-boot/,20120628200845,200,text/html,/2009/10/04/z2-gaming-and-system-update-gba-gbgbc-scummvm-sam-and-max-full-talkie-auto-login-to-fluxbox-on-boot.html,1.000
/2009/10/10/hacking-the-trivial-pursuit-digial-choice-edition-pt-1.html,20200729104156,200,text/html,/2009/10/10/hacking-the-trivial-pursuit-digial-choice-edition-pt-1.html,1.000
/2009/10/10/hacking-the-trivial-pursuit-digial-choice-edition-pt-1/,20120621231550,200,text/html,/2009/10/10/hacking-the-trivial-pursuit-digial-choice-edition-pt-1.html,1.000
/2009/10/17/openmsx-on-the-z2-100-perfect.html,20200924150743,200,text/html,/2009/10/17/openmsx-on-the-z2-100-perfect.html,1.000
/2009/10/17/openmsx-on-the-z2-100-perfect/,20141104221705,200,text/html,/2009/10/17/openmsx-on-the-z2-100-perfect.html,1.000
/2009/10/28/new-publication.html,20200806070616,200,text/html,/2009/10/28/new-publication.html,1.000
/2009/10/28/new-publication/,20120507152230,200,text/html,/2009/10/28/new-publication.html,1.000
/2009/11/,20120120023233,200,text/html,/2013/08/30/pax-prime-2013.html,0.125
/2009/11/15/hacking-the-girltech-im-me-usb-wireless-device.html,20200924142121,200,text/html,/2009/11/15/hacking-the-girltech-im-me-usb-wireless-device.html,1.000
/2009/11/15/hacking-the-girltech-im-me-usb-wireless-device/,20120101063305,200,text/html,/2009/11/15/hacking-the-girltech-im-me-usb-wireless-device.html,1.000
/2009/12/,20120119021926,200,text/html,/2009/04/21/wallclock-20.html,0.143
/2009/12/02/hackaway-2009-the-great-hack-giveaway-has-begun.html,20200806081148,200,text/html,/2009/12/02/hackaway-2009-the-great-hack-giveaway-has-begun.html,1.000
/2009/12/02/hackaway-2009-the-great-hack-giveaway-has-begun/,20120503224146,200,text/html,/2009/12/02/hackaway-2009-the-great-hack-giveaway-has-begun.html,1.000
/2009/12/04/hackaway-2009-is-over-thanks-everyone.html,20200806082021,200,text/html,/2009/12/04/hackaway-2009-is-over-thanks-everyone.html,1.000
/2009/12/04/hackaway-2009-winners-announced.html,20220523215611,200,text/html,/2009/12/04/hackaway-2009-winners-announced.html,1.000
/2009/12/04/hackaway-2009-winners-announced/,20121029105321,200,text/html,/2009/12/04/hackaway-2009-winners-announced.html,1.000
/2009/12/20/17-mobile-java-gaming-console-plus-sample-code-and-application-to-get-you-started.html,20200924145117,200,text/html,/2009/12/20/17-mobile-java-gaming-console-plus-sample-code-and-application-to-get-you-started.html,1.000
/2009/12/24/npower-fusion-breakdown-tutorial-and-chipset-info.html,20200806075002,200,text/html,/2009/12/24/npower-fusion-breakdown-tutorial-and-chipset-info.html,1.000
/2009/12/24/npower-fusion-breakdown-tutorial-and-chipset-info/,20120621220344,200,text/html,/2009/12/24/npower-fusion-breakdown-tutorial-and-chipset-info.html,1.000
/2010/01/,20120119031807,200,text/html,/2013/08/30/pax-prime-2013.html,0.250
/2010/01/25/great-new-z2-userland-from-rootnexus.html,20200924150347,200,text/html,/2010/01/25/great-new-z2-userland-from-rootnexus.html,1.000
/2010/01/25/great-new-z2-userland-from-rootnexus/,20130805035705,200,text/html,/2010/01/25/great-new-z2-userland-from-rootnexus.html,1.000
/2010/02/,20120120023412,200,text/html,/2009/04/21/wallclock-20.html,0.143
/2010/02/01/im-me-linux-drivers-beta-release-and-sourceforge-page.html,20200806075606,200,text/html,/2010/02/01/im-me-linux-drivers-beta-release-and-sourceforge-page.html,1.000
/2010/02/13/75-20-watt-blue-ray-player-with-video-and-kill-a-watt-goodness.html,20220523212549,200,text/html,/2010/02/13/75-20-watt-blue-ray-player-with-video-and-kill-a-watt-goodness.html,1.000
/2010/02/14/leapfrog-crammer-10-ogg-vorbismp3-etc-with-disassembly.html,20200924144957,200,text/html,/2010/02/14/leapfrog-crammer-10-ogg-vorbismp3-etc-with-disassembly.html,1.000
/2010/02/14/leapfrog-crammer-10-ogg-vorbismp3-etc-with-disassembly/,20120622182808,200,text/html,/2010/02/14/leapfrog-crammer-10-ogg-vorbismp3-etc-with-disassembly.html,1.000
/2010/02/21/site-upgrades.html,20200806080341,200,text/html,/2010/02/21/site-upgrades.html,1.000
/2010/03/,20120119031812,200,text/html,/2013/08/30/pax-prime-2013.html,0.250
/2010/03/24/great-pen-testing-zipit-distribution-from-adrian-crenshaw-irongeek-com.html,20220523214321,200,text/html,/2010/03/24/great-pen-testing-zipit-distribution-from-adrian-crenshaw-irongeek-com.html,1.000
/2010/03/24/great-pen-testing-zipit-distribution-from-adrian-crenshaw-irongeek-com/,20120507152235,200,text/html,/2010/03/24/great-pen-testing-zipit-distribution-from-adrian-crenshaw-irongeek-com.html,1.000
/2010/03/29/finished-building-my-first-guitar.html,20200806064730,200,text/html,/2010/03/29/finished-building-my-first-guitar.html,1.000
/2010/03/29/finished-building-my-first-guitar/,20120901120409,200,text/html,/2010/03/29/finished-building-my-first-guitar.html,1.000
/2010/04/,20120119021931,200,text/html,/2009/04/21/wallclock-20.html,0.143
/2010/04/11/the-littlest-famicom.html,20200924145752,200,text/html,/2010/04/11/the-littlest-famicom.html,1.000
/2010/04/11/the-littlest-famicom/,20130517054046,200,text/html,/2010/04/11/the-littlest-famicom.html,1.000
/2010/04/18/roll-your-own-google-cloud-print-today-using-your-zipit-z2-or-anything-that-can-run-python-in-5-minutes.html,20200924141654,200,text/html,/2010/04/18/roll-your-own-google-cloud-print-today-using-your-zipit-z2-or-anything-that-can-run-python-in-5-minutes.html,1.000
/2010/04/18/roll-your-own-google-cloud-print-today-using-your-zipit-z2-or-anything-that-can-run-python-in-5-minutes/,20121012015906,200,text/html,/2010/04/18/roll-your-own-google-cloud-print-today-using-your-zipit-z2-or-anything-that-can-run-python-in-5-minutes.html,1.000
/2010/04/20/a-quick-tuesday-prediction.html,20200806072302,200,text/html,/2010/04/20/a-quick-tuesday-prediction.html,1.000
/2010/04/20/a-quick-tuesday-prediction/,20120622182825,200,text/html,/2010/04/20/a-quick-tuesday-prediction.html,1.000
/2010/05/,20120120023238,200,text/html,/2009/04/21/wallclock-20.html,0.143
/2010/05/10/90s-tech-to-the-rescue-network-monitor.html,20200924144650,200,text/html,/2010/05/10/90s-tech-to-the-rescue-network-monitor.html,1.000
/2010/05/22/hackaway-2010-announced.html,20200924150018,200,text/html,/2010/05/22/hackaway-2010-announced.html,1.000
/2010/05/22/new-ubuntu-z2-userland-from-mozzwald.html,20200806075300,200,text/html,/2010/05/22/new-ubuntu-z2-userland-from-mozzwald.html,1.000
/2010/05/29/hackaway-2010-is-over-a-massive-success.html,20200924144813,200,text/html,/2010/05/29/hackaway-2010-is-over-a-massive-success.html,1.000
/2010/05/29/hackaway-2010-is-over-a-massive-success/,20150827081401,200,text/html,/2010/05/29/hackaway-2010-is-over-a-massive-success.html,1.000
/2010/05/30/hackaway-2010-winners-announced.html,20200924140245,200,text/html,/2010/05/30/hackaway-2010-winners-announced.html,1.000
/2010/05/30/hackaway-2010-winners-announced/,20120621235419,200,text/html,/2010/05/30/hackaway-2010-winners-announced.html,1.000
/2010/08/,20120120023617,200,text/html,/2008/11/17/halloween-2008-king-me.html,0.167
/2010/08/23/rexvm-a-virtualbox-appliance-for-developing-for-the-rex-6000.html,20200806080501,200,text/html,/2010/08/23/rexvm-a-virtualbox-appliance-for-developing-for-the-rex-6000.html,1.000
/2010/10/,20120120023418,200,text/html,/2010/05/22/hackaway-2010-announced.html,0.160
/2010/10/12/the-benefits-of-low-power-cluster-compilation-and-shameless-self-promotion.html,20220523205225,200,text/html,/2010/10/12/the-benefits-of-low-power-cluster-compilation-and-shameless-self-promotion.html,1.000
/2010/10/13/jailbreaking-a-ps3-with-trackball-style-with-video.html,20200806082618,200,text/html,/2010/10/13/jailbreaking-a-ps3-with-trackball-style-with-video.html,1.000
/2010/10/13/jailbreaking-a-ps3-with-trackball-style-with-video/,20121012015911,200,text/html,/2010/10/13/jailbreaking-a-ps3-with-trackball-style-with-video.html,1.000
/2010/11/,20120119021936,200,text/html,/2013/08/30/pax-prime-2013.html,0.125
/2010/11/08/how-i-saved-for-my-startup-free-e-book-released.html,20200806072847,200,text/html,/2010/11/08/how-i-saved-for-my-startup-free-e-book-released.html,1.000
/2010/11/08/live-for-free-ebook.html,20200924152518,200,text/html,/2010/11/08/live-for-free-ebook.html,1.000
/2010/11/08/source-tree-visualizer-beta-2-media-update-with-images-and-video.html,20200924142258,200,text/html,/2010/11/08/source-tree-visualizer-beta-2-media-update-with-images-and-video.html,1.000
/2010/11/18/preview-sliders-beta-and-upcoming-beta-opportunities.html,20200924154739,200,text/html,/2010/11/18/preview-sliders-beta-and-upcoming-beta-opportunities.html,1.000
/2010/11/18/preview-sliders-beta-and-upcoming-beta-opportunities/,20120628200856,200,text/html,/2010/11/18/preview-sliders-beta-and-upcoming-beta-opportunities.html,1.000
/2010/11/28/a-25-gamingemulation-powerhouse-using-the-dockstar-as-a-gaming-console.html,20200806070246,200,text/html,/2010/11/28/a-25-gamingemulation-powerhouse-using-the-dockstar-as-a-gaming-console.html,1.000
/2010/11/28/a-25-gamingemulation-powerhouse-using-the-dockstar-as-a-gaming-console/,20150523010613,200,text/html,/2010/11/28/a-25-gamingemulation-powerhouse-using-the-dockstar-as-a-gaming-console.html,1.000
/2010/12/,20120119031817,200,text/html,/2009/04/21/wallclock-20.html,0.143
/2010/12/06/using-the-arm-based-pogoplug-as-an-x86-64-compilation-cluster-an-article-series.html,20200806080157,200,text/html,/2010/12/06/using-the-arm-based-pogoplug-as-an-x86-64-compilation-cluster-an-article-series.html,1.000
/2011/01/,20120119031822,200,text/html,/2013/08/30/pax-prime-2013.html,0.250
/2011/01/10/writing-your-own-distributed-compilation-system.html,20200924133528,200,text/html,/2011/01/10/writing-your-own-distributed-compilation-system.html,1.000
/2011/01/10/writing-your-own-distributed-compilation-system/,20130108223337,200,text/html,/2011/01/10/writing-your-own-distributed-compilation-system.html,1.000
/2011/01/20/distributed-java-fortran-and-arm-to-x86-cross-compilation.html,20200806081330,200,text/html,/2011/01/20/distributed-java-fortran-and-arm-to-x86-cross-compilation.html,1.000
/2011/02/,20120120023423,200,text/html,/2009/04/21/wallclock-20.html,0.143
/2011/02/21/a-programmers-desktop-background.html,20200924153035,200,text/html,/2011/02/21/a-programmers-desktop-background.html,1.000
/2011/02/28/a-programmers-window-manger-testing-the-notion-window-manager.html,20200806082226,200,text/html,/2011/02/28/a-programmers-window-manger-testing-the-notion-window-manager.html,1.000
/2011/02/28/a-programmers-window-manger-testing-the-notion-window-manager/,20120901120415,200,text/html,/2011/02/28/a-programmers-window-manger-testing-the-notion-window-manager.html,1.000
/2011/03/,20120119021941,200,text/html,/2013/08/30/pax-prime-2013.html,0.250
/2011/03/04/can-pixel-qi-technology-change-your-life.html,20200806074940,200,text/html,/2011/03/04/can-pixel-qi-technology-change-your-life.html,1.000
/2011/03/04/can-pixel-qi-technology-change-your-life/,20120514145604,200,text/html,/2011/03/04/can-pixel-qi-technology-change-your-life.html,1.000
/2011/03/06/secure-ssh-terminal-in-your-steam-overlay.html,20200806071500,200,text/html,/2011/03/06/secure-ssh-terminal-in-your-steam-overlay.html,1.000
/2011/03/06/secure-ssh-terminal-in-your-steam-overlay/,20121222102622,200,text/html,/2011/03/06/secure-ssh-terminal-in-your-steam-overlay.html,1.000
/2011/03/09/build-your-own-distributed-cluster-now-available-to-purchase-online.html,20200806080423,200,text/html,/2011/03/09/build-your-own-distributed-cluster-now-available-to-purchase-online.html,1.000
/2011/03/09/build-your-own-distributed-cluster-now-available-to-purchase-online/,20140420145509,200,text/html,/2011/03/09/build-your-own-distributed-cluster-now-available-to-purchase-online.html,1.000
/2011/03/09/build-your-own-distributed-compilation-cluster-ebook.html,20200806072144,200,text/html,/2011/03/09/build-your-own-distributed-compilation-cluster-ebook.html,1.000
/2011/03/09/live-for-free-now-available-to-purchase-online.html,20200806073442,200,text/html,/2011/03/09/live-for-free-now-available-to-purchase-online.html,1.000
/2011/03/14/ebook-hacks-from-hunter-davis.html,20200924151426,200,text/html,/2011/03/14/ebook-hacks-from-hunter-davis.html,1.000
/2011/03/14/hacks-now-available-to-purchase-online.html,20200806082357,200,text/html,/2011/03/14/hacks-now-available-to-purchase-online.html,1.000
/2011/03/14/hacks-now-available-to-purchase-online/,20120101064214,200,text/html,/2011/03/14/hacks-now-available-to-purchase-online.html,1.000
/2011/03/19/pixel-qi-netbook-with-14-hr-battery-life-on-sale-today-on-my-ebay-page.html,20200924153506,200,text/html,/2011/03/19/pixel-qi-netbook-with-14-hr-battery-life-on-sale-today-on-my-ebay-page.html,1.000
/2011/03/19/pixel-qi-netbook-with-14-hr-battery-life-on-sale-today-on-my-ebay-page/,20140612012804,200,text/html,/2011/03/19/pixel-qi-netbook-with-14-hr-battery-life-on-sale-today-on-my-ebay-page.html,1.000
